user_id,event_type,event_time
449,view,2024-09-28 07:08:36.298451
96,view,2024-09-26 07:45:50.298451
198,click,2024-09-24 05:19:32.298451
607,purchase,2024-09-13 16:04:17.298451
257,view,2024-09-17 20:36:09.298451
882,click,2024-09-12 01:01:16.298451
691,view,2024-09-26 03:14:40.298451
293,purchase,2024-09-26 05:48:06.298451
931,view,2024-09-29 10:25:54.298451
817,view,2024-09-23 10:54:47.298451
862,view,2024-09-17 17:32:26.298451
388,click,2024-09-25 13:03:09.298451
611,view,2024-09-28 10:30:31.298451
555,view,2024-09-07 05:59:15.298451
974,purchase,2024-09-30 01:28:50.298451
369,view,2024-09-05 09:49:44.298451
1000,view,2024-09-14 23:01:50.298451
918,view,2024-09-25 12:06:53.298451
202,view,2024-09-16 18:11:48.298451
384,click,2024-09-18 04:45:54.298451
513,click,2024-09-23 18:42:24.298451
907,purchase,2024-09-10 12:33:18.298451
371,click,2024-09-15 00:58:24.298451
556,view,2024-09-26 02:36:46.298451
955,view,2024-09-20 07:37:51.298451
384,view,2024-09-07 23:34:33.298451
24,view,2024-09-27 13:56:53.298451
700,view,2024-09-15 04:14:20.298451
131,click,2024-09-16 18:33:26.298451
378,view,2024-09-30 18:38:16.298451
99,view,2024-09-29 17:04:20.298451
575,purchase,2024-09-20 07:38:13.298451
932,click,2024-09-19 13:19:01.298451
735,view,2024-09-29 10:00:27.298451
124,click,2024-09-01 23:42:27.298451
964,view,2024-09-24 18:19:03.298451
595,click,2024-09-30 18:21:21.298451
943,view,2024-09-29 22:21:53.298451
740,view,2024-09-12 22:06:39.298451
149,click,2024-09-04 20:05:10.298451
210,view,2024-09-20 18:58:55.298451
563,view,2024-09-21 03:18:01.298451
412,purchase,2024-09-02 09:21:26.298451
783,click,2024-09-11 10:25:20.298451
42,view,2024-09-10 12:41:03.298451
59,click,2024-09-07 02:47:49.298451
706,view,2024-09-28 21:56:14.298451
37,view,2024-09-21 18:16:39.298451
779,purchase,2024-09-21 20:05:18.298451
87,view,2024-09-07 22:34:26.298451
44,view,2024-09-12 00:33:50.298451
873,click,2024-09-20 20:56:56.298451
12,purchase,2024-09-29 23:52:44.298451
771,view,2024-09-17 17:22:10.298451
308,view,2024-09-16 01:01:31.298451
81,view,2024-09-02 19:11:08.298451
33,click,2024-09-29 23:44:20.298451
183,view,2024-09-12 00:30:29.298451
129,view,2024-09-22 02:55:13.298451
807,purchase,2024-09-30 09:45:38.298451
276,click,2024-09-23 18:57:30.298451
175,click,2024-10-01 09:39:48.298451
555,click,2024-09-15 18:16:08.298451
372,view,2024-09-22 09:49:32.298451
185,purchase,2024-09-12 05:04:18.298451
445,click,2024-09-20 03:48:46.298451
489,click,2024-09-06 15:09:06.298451
590,view,2024-09-30 10:09:45.298451
287,view,2024-09-30 08:12:37.298451
281,purchase,2024-09-29 00:24:25.298451
638,view,2024-09-09 06:34:24.298451
771,view,2024-09-28 09:39:53.298451
516,view,2024-09-29 05:51:06.298451
95,click,2024-09-18 03:31:44.298451
227,view,2024-09-18 23:51:14.298451
876,purchase,2024-10-01 09:38:26.298451
270,purchase,2024-09-07 07:38:56.298451
881,view,2024-09-11 02:50:28.298451
297,click,2024-09-17 04:45:33.298451
329,view,2024-09-08 13:55:28.298451
20,view,2024-09-20 01:34:53.298451
608,view,2024-09-18 00:24:58.298451
841,purchase,2024-09-26 05:54:52.298451
411,view,2024-09-12 15:08:07.298451
451,view,2024-09-14 15:08:19.298451
249,view,2024-09-29 11:07:40.298451
181,view,2024-09-12 16:21:43.298451
324,click,2024-09-22 17:13:55.298451
830,view,2024-09-30 07:23:25.298451
783,view,2024-09-12 12:54:19.298451
865,view,2024-09-01 16:57:34.298451
261,click,2024-09-20 10:23:44.298451
964,purchase,2024-09-13 13:42:54.298451
750,view,2024-09-14 14:47:52.298451
140,view,2024-09-27 18:02:40.298451
599,click,2024-09-06 23:16:56.298451
462,view,2024-09-27 11:33:21.298451
890,view,2024-09-06 11:12:17.298451
622,click,2024-09-20 18:46:50.298451
844,click,2024-09-26 18:14:51.298451
697,view,2024-09-22 21:38:16.298451
529,view,2024-09-15 14:07:17.298451
153,view,2024-10-01 04:52:47.298451
926,view,2024-09-11 20:47:34.298451
150,view,2024-09-21 15:35:21.298451
111,click,2024-09-04 07:24:52.298451
26,view,2024-09-24 17:48:23.298451
465,purchase,2024-09-08 04:04:07.298451
957,view,2024-09-22 23:01:43.298451
890,click,2024-09-09 05:32:09.298451
887,view,2024-09-20 05:25:22.298451
118,view,2024-09-15 01:50:57.298451
446,click,2024-09-24 03:19:46.298451
596,view,2024-09-12 05:56:25.298451
674,view,2024-09-04 15:01:57.298451
873,click,2024-09-13 14:51:42.298451
929,click,2024-09-10 01:55:36.298451
229,click,2024-09-30 18:51:09.298451
508,view,2024-09-21 19:30:29.298451
764,purchase,2024-09-30 02:12:21.298451
122,click,2024-09-02 07:37:56.298451
327,click,2024-09-08 02:41:52.298451
470,click,2024-09-14 05:53:57.298451
288,view,2024-09-16 11:44:19.298451
526,click,2024-09-16 07:06:20.298451
840,click,2024-09-21 06:51:18.298451
697,view,2024-09-13 08:58:39.298451
153,click,2024-09-16 21:30:30.298451
592,view,2024-09-15 14:11:29.298451
42,view,2024-09-28 07:31:27.298451
275,purchase,2024-09-03 13:41:08.298451
553,purchase,2024-09-08 03:46:17.298451
439,click,2024-09-05 16:57:32.298451
208,view,2024-09-27 17:02:57.298451
780,view,2024-09-29 02:15:33.298451
167,click,2024-09-05 09:45:23.298451
112,click,2024-09-15 21:15:17.298451
350,click,2024-09-24 10:49:53.298451
130,view,2024-09-19 23:24:32.298451
736,view,2024-09-29 07:57:25.298451
887,view,2024-09-01 17:54:14.298451
813,click,2024-09-03 12:56:46.298451
217,view,2024-09-22 17:49:09.298451
382,click,2024-09-15 21:05:28.298451
25,view,2024-09-05 06:44:11.298451
68,view,2024-09-05 14:00:30.298451
979,view,2024-09-12 04:04:58.298451
772,view,2024-09-08 15:58:44.298451
235,click,2024-09-29 01:32:56.298451
717,view,2024-09-12 21:53:49.298451
999,view,2024-09-16 01:21:18.298451
292,view,2024-09-06 00:34:07.298451
727,click,2024-09-06 21:13:13.298451
702,view,2024-09-25 08:55:19.298451
710,view,2024-09-24 11:18:56.298451
728,click,2024-09-16 10:57:45.298451
556,click,2024-09-29 22:39:12.298451
33,click,2024-09-23 03:11:16.298451
12,view,2024-09-07 18:16:20.298451
617,view,2024-09-21 17:06:20.298451
213,view,2024-09-18 06:54:15.298451
139,view,2024-09-19 19:20:18.298451
695,purchase,2024-09-30 17:40:24.298451
422,purchase,2024-09-25 13:46:25.298451
638,view,2024-09-19 18:21:12.298451
669,view,2024-09-11 06:55:17.298451
624,click,2024-09-13 10:57:24.298451
489,view,2024-09-07 11:19:50.298451
771,purchase,2024-09-20 13:45:27.298451
540,click,2024-09-09 20:30:09.298451
980,view,2024-09-25 19:06:27.298451
218,click,2024-09-21 05:10:13.298451
664,view,2024-09-16 15:22:33.298451
822,view,2024-09-19 23:57:00.298451
308,view,2024-09-29 09:55:06.298451
175,click,2024-09-23 17:24:27.298451
149,view,2024-09-09 21:04:28.298451
950,view,2024-09-10 13:54:37.298451
542,click,2024-09-17 21:52:16.298451
580,view,2024-09-16 02:04:51.298451
548,view,2024-09-10 23:22:18.298451
808,view,2024-09-05 22:10:14.298451
394,click,2024-09-09 04:44:04.298451
74,view,2024-09-24 13:13:53.298451
298,click,2024-09-30 17:40:07.298451
920,view,2024-09-05 22:49:55.298451
900,view,2024-10-01 12:38:39.298451
815,view,2024-09-22 13:34:00.298451
731,view,2024-09-18 17:43:05.298451
947,view,2024-09-13 22:34:45.298451
877,view,2024-09-10 07:09:06.298451
772,view,2024-09-14 16:36:42.298451
800,click,2024-09-03 11:03:30.298451
778,view,2024-09-27 12:39:15.298451
395,view,2024-09-29 04:59:20.298451
540,view,2024-09-12 05:05:35.298451
430,click,2024-09-28 10:47:53.298451
200,view,2024-09-03 15:46:10.298451
424,view,2024-09-26 05:28:16.298451
62,click,2024-09-22 06:27:42.298451
342,view,2024-09-28 07:41:40.298451
866,click,2024-09-08 11:16:13.298451
45,click,2024-09-04 02:28:44.298451
803,view,2024-09-04 21:04:28.298451
931,purchase,2024-09-16 21:50:56.298451
89,purchase,2024-09-27 19:37:03.298451
34,click,2024-09-26 13:02:57.298451
646,click,2024-09-25 16:06:03.298451
233,click,2024-09-14 16:05:07.298451
768,purchase,2024-09-02 21:05:35.298451
37,view,2024-09-08 02:09:36.298451
769,click,2024-09-09 21:09:30.298451
460,view,2024-09-28 13:33:21.298451
291,click,2024-09-09 05:01:49.298451
198,view,2024-09-13 06:02:38.298451
895,click,2024-09-29 17:50:14.298451
950,view,2024-09-15 22:54:22.298451
255,view,2024-09-02 14:38:59.298451
81,click,2024-09-13 10:41:03.298451
447,click,2024-09-17 06:15:25.298451
137,view,2024-09-11 09:01:29.298451
190,view,2024-09-13 15:02:05.298451
130,view,2024-09-30 07:03:12.298451
210,view,2024-09-18 06:27:52.298451
369,view,2024-09-28 11:54:01.298451
292,purchase,2024-09-22 14:53:23.298451
377,click,2024-09-10 17:24:01.298451
348,view,2024-09-22 01:35:38.298451
169,view,2024-09-06 05:57:16.298451
885,click,2024-09-07 21:31:49.298451
805,purchase,2024-09-25 18:58:47.298451
177,view,2024-09-19 06:02:01.298451
538,click,2024-09-19 02:51:21.298451
324,view,2024-09-25 04:51:11.298451
872,view,2024-09-06 15:32:24.298451
509,view,2024-09-01 18:06:12.298451
804,view,2024-09-13 10:10:05.298451
115,click,2024-09-06 20:30:23.298451
799,view,2024-09-29 00:42:21.298451
30,click,2024-09-12 06:18:21.298451
754,view,2024-09-25 18:13:40.298451
290,click,2024-09-13 06:51:53.298451
147,view,2024-09-03 00:09:54.298451
274,view,2024-09-20 09:43:49.298451
222,view,2024-09-08 13:27:14.298451
341,view,2024-09-04 09:58:52.298451
510,view,2024-09-26 16:16:01.298451
515,purchase,2024-09-28 02:49:17.298451
70,view,2024-09-12 11:14:17.298451
358,purchase,2024-09-18 04:00:45.298451
909,click,2024-09-17 05:38:13.298451
557,view,2024-09-22 02:14:39.298451
886,view,2024-09-18 13:18:34.298451
766,click,2024-09-04 08:10:46.298451
323,view,2024-09-13 03:42:03.298451
624,view,2024-09-11 18:09:03.298451
92,view,2024-09-29 23:36:06.298451
342,purchase,2024-09-11 15:14:39.298451
424,view,2024-09-05 16:36:46.298451
552,click,2024-09-26 01:59:34.298451
972,click,2024-09-13 14:09:12.298451
663,click,2024-09-18 10:33:45.298451
415,click,2024-09-02 16:53:54.298451
658,click,2024-09-28 16:03:13.298451
711,view,2024-09-02 11:46:58.298451
968,purchase,2024-09-14 01:16:57.298451
275,click,2024-09-26 19:55:08.298451
861,view,2024-09-23 12:24:38.298451
44,view,2024-09-06 10:16:28.298451
84,view,2024-09-19 20:11:45.298451
434,purchase,2024-09-15 00:35:56.298451
810,view,2024-09-28 04:33:49.298451
94,view,2024-09-30 20:11:53.298451
175,view,2024-10-01 10:10:43.298451
406,view,2024-09-24 12:17:22.298451
202,purchase,2024-09-18 13:52:07.298451
858,click,2024-09-06 13:29:56.298451
499,view,2024-09-17 10:14:24.298451
481,view,2024-09-24 19:18:13.298451
988,view,2024-09-21 08:17:50.298451
330,click,2024-09-20 23:51:21.298451
541,view,2024-09-03 22:20:15.298451
210,click,2024-09-08 00:30:57.298451
618,view,2024-09-20 00:01:15.298451
955,view,2024-09-11 23:23:53.298451
897,click,2024-09-03 13:56:28.298451
983,view,2024-09-22 22:56:37.298451
576,click,2024-09-26 06:54:21.298451
17,view,2024-09-16 08:34:36.298451
107,click,2024-09-04 11:15:09.298451
165,view,2024-09-28 18:47:18.298451
607,click,2024-09-04 18:39:10.298451
537,view,2024-09-07 00:50:37.298451
629,click,2024-10-01 10:21:22.298451
192,view,2024-09-03 09:10:52.298451
196,view,2024-09-29 09:19:41.298451
308,view,2024-09-12 08:29:47.298451
137,click,2024-09-21 12:15:53.298451
953,purchase,2024-09-04 21:56:02.298451
860,click,2024-09-16 16:14:36.298451
94,view,2024-09-07 16:40:20.298451
892,view,2024-09-04 11:12:59.298451
751,view,2024-09-28 15:16:57.298451
88,click,2024-09-20 21:36:05.298451
161,click,2024-09-20 18:18:47.298451
148,view,2024-09-09 03:22:55.298451
585,click,2024-09-30 23:08:11.298451
456,view,2024-09-02 02:41:31.298451
88,click,2024-09-08 16:59:43.298451
14,click,2024-09-21 10:55:27.298451
315,click,2024-09-11 10:04:30.298451
594,view,2024-09-09 08:06:42.298451
121,click,2024-09-19 15:28:48.298451
885,view,2024-09-15 08:52:21.298451
952,purchase,2024-09-14 14:11:18.298451
833,view,2024-09-08 13:02:32.298451
716,view,2024-09-09 16:52:51.298451
733,view,2024-09-26 14:09:24.298451
933,click,2024-09-28 16:19:07.298451
282,view,2024-09-21 20:25:54.298451
801,view,2024-09-29 11:14:14.298451
427,view,2024-09-10 12:34:51.298451
783,view,2024-09-11 23:19:28.298451
471,view,2024-09-23 17:31:04.298451
285,view,2024-09-17 07:23:10.298451
277,view,2024-09-07 11:05:03.298451
979,click,2024-09-20 01:26:26.298451
325,click,2024-09-04 11:07:03.298451
535,view,2024-09-16 20:13:13.298451
228,view,2024-09-05 10:02:04.298451
891,view,2024-09-17 19:09:40.298451
596,view,2024-09-16 12:35:58.298451
648,view,2024-09-06 18:50:18.298451
969,click,2024-09-12 16:01:15.298451
574,view,2024-09-07 02:22:12.298451
654,purchase,2024-09-05 16:48:27.298451
518,view,2024-09-27 20:11:11.298451
257,click,2024-09-11 04:43:44.298451
137,view,2024-09-01 15:23:31.298451
208,view,2024-09-05 04:47:36.298451
464,click,2024-09-11 21:52:19.298451
950,view,2024-09-17 18:39:29.298451
140,view,2024-09-03 15:51:33.298451
5,click,2024-09-30 00:34:35.298451
424,view,2024-09-26 07:16:07.298451
349,click,2024-09-28 21:34:17.298451
942,view,2024-09-22 10:17:28.298451
283,click,2024-09-20 11:52:11.298451
587,click,2024-09-20 16:03:35.298451
821,view,2024-09-03 11:00:05.298451
434,click,2024-09-18 08:55:10.298451
220,click,2024-09-11 22:05:13.298451
820,view,2024-09-05 20:08:44.298451
740,view,2024-09-25 20:09:16.298451
874,view,2024-09-21 07:31:35.298451
787,purchase,2024-09-13 06:04:47.298451
374,view,2024-09-02 09:20:35.298451
291,view,2024-09-23 14:44:55.298451
564,click,2024-09-29 10:48:06.298451
671,view,2024-09-30 08:02:46.298451
438,click,2024-09-16 15:47:50.298451
827,view,2024-09-03 23:17:33.298451
940,view,2024-09-27 19:56:55.298451
824,click,2024-09-18 16:13:27.298451
509,click,2024-09-29 21:25:20.298451
787,click,2024-10-01 06:48:41.298451
942,purchase,2024-09-11 19:54:41.298451
856,click,2024-09-22 08:57:06.298451
450,view,2024-09-21 10:22:35.298451
327,click,2024-09-17 02:32:08.298451
491,view,2024-09-13 05:48:07.298451
54,view,2024-09-18 21:21:46.298451
817,purchase,2024-09-17 01:57:59.298451
95,purchase,2024-09-02 10:15:05.298451
60,purchase,2024-09-25 23:06:16.298451
337,view,2024-09-08 07:44:38.298451
667,view,2024-09-03 17:01:40.298451
637,view,2024-09-23 18:45:24.298451
164,view,2024-10-01 06:39:32.298451
571,view,2024-09-18 19:39:18.298451
946,view,2024-09-30 04:19:53.298451
107,click,2024-09-24 16:40:01.298451
202,view,2024-09-07 01:03:57.298451
301,view,2024-09-05 01:49:01.298451
782,view,2024-09-08 09:18:39.298451
890,purchase,2024-09-18 07:46:01.298451
839,purchase,2024-09-21 01:21:19.298451
551,click,2024-09-03 15:12:26.298451
680,click,2024-09-09 11:47:13.298451
649,click,2024-09-01 23:10:02.298451
14,purchase,2024-09-03 12:51:28.298451
904,view,2024-09-22 03:52:49.298451
721,view,2024-09-23 14:43:02.298451
535,click,2024-09-27 20:42:24.298451
505,view,2024-09-01 20:03:58.298451
848,view,2024-09-10 09:31:31.298451
986,view,2024-09-22 15:05:13.298451
777,view,2024-09-03 19:40:24.298451
740,view,2024-09-07 01:14:00.298451
775,view,2024-09-23 12:33:51.298451
210,view,2024-09-18 07:20:16.298451
456,view,2024-09-05 09:20:01.298451
469,view,2024-09-09 11:48:17.298451
474,view,2024-09-25 08:15:33.298451
963,view,2024-09-27 09:30:08.298451
573,view,2024-09-23 21:01:33.298451
401,view,2024-09-17 02:22:12.298451
57,view,2024-09-17 10:59:32.298451
883,view,2024-09-13 16:58:33.298451
750,view,2024-09-25 12:28:41.298451
664,click,2024-09-13 23:08:24.298451
281,purchase,2024-09-16 09:29:14.298451
5,view,2024-09-16 11:05:40.298451
613,view,2024-09-22 22:15:55.298451
306,click,2024-09-27 19:48:06.298451
344,view,2024-09-19 18:51:03.298451
543,view,2024-09-18 15:36:16.298451
567,view,2024-09-11 03:07:12.298451
154,view,2024-09-05 18:39:14.298451
789,view,2024-09-03 00:08:39.298451
354,view,2024-09-16 22:48:04.298451
358,click,2024-09-04 01:45:50.298451
698,click,2024-09-17 18:47:23.298451
408,view,2024-10-01 03:42:23.298451
412,view,2024-09-18 22:09:28.298451
30,view,2024-09-16 17:19:08.298451
930,click,2024-09-06 23:29:52.298451
372,view,2024-09-11 08:36:56.298451
822,view,2024-09-26 15:05:30.298451
632,view,2024-09-21 19:22:11.298451
948,view,2024-09-08 14:54:35.298451
855,view,2024-09-19 07:04:11.298451
503,view,2024-09-23 06:04:38.298451
8,view,2024-09-13 20:39:54.298451
618,view,2024-09-19 21:04:53.298451
138,click,2024-09-08 17:52:42.298451
695,click,2024-09-08 18:17:58.298451
897,purchase,2024-09-28 15:20:05.298451
852,view,2024-09-08 01:51:20.298451
377,click,2024-10-01 15:10:12.298451
933,purchase,2024-10-01 01:29:53.298451
722,view,2024-09-18 11:33:49.298451
149,view,2024-09-08 08:16:25.298451
886,view,2024-09-04 17:16:39.298451
260,view,2024-09-19 10:22:48.298451
127,view,2024-09-19 15:08:25.298451
811,purchase,2024-09-30 18:29:43.298451
578,click,2024-09-21 05:04:56.298451
533,click,2024-09-09 09:08:51.298451
805,view,2024-09-30 21:30:22.298451
325,view,2024-09-10 03:16:14.298451
977,view,2024-09-03 21:24:36.298451
113,view,2024-09-28 16:14:51.298451
944,purchase,2024-09-15 22:35:54.298451
651,view,2024-09-30 01:43:41.298451
238,view,2024-09-24 10:19:11.298451
361,view,2024-09-06 03:02:44.298451
991,view,2024-09-14 14:00:19.298451
860,click,2024-09-05 05:02:11.298451
556,view,2024-09-10 14:13:33.298451
64,view,2024-09-26 01:34:16.298451
928,click,2024-09-12 15:02:25.298451
917,view,2024-09-04 22:31:28.298451
455,purchase,2024-09-12 18:45:36.298451
266,view,2024-09-13 03:35:59.298451
445,purchase,2024-09-21 01:36:10.298451
604,view,2024-09-22 14:28:52.298451
624,view,2024-09-23 00:21:35.298451
420,click,2024-09-19 08:45:06.298451
340,click,2024-09-08 23:42:56.298451
845,view,2024-09-15 04:37:23.298451
275,view,2024-09-19 11:40:35.298451
370,click,2024-09-03 13:41:48.298451
843,click,2024-09-23 00:18:57.298451
227,view,2024-09-22 12:43:27.298451
226,view,2024-09-29 21:48:33.298451
940,view,2024-09-09 03:53:31.298451
644,view,2024-09-27 12:14:04.298451
909,view,2024-09-10 16:29:35.298451
229,view,2024-09-28 18:01:22.298451
827,view,2024-09-02 18:12:46.298451
898,purchase,2024-09-09 09:30:49.298451
370,click,2024-09-12 17:05:45.298451
129,view,2024-09-29 22:24:28.298451
808,view,2024-09-25 05:28:44.298451
25,view,2024-09-27 11:04:12.298451
699,click,2024-09-18 23:34:37.298451
293,view,2024-09-23 06:35:15.298451
356,view,2024-09-12 15:26:55.298451
838,view,2024-09-09 17:06:53.298451
135,view,2024-09-13 20:52:35.298451
4,view,2024-09-12 05:04:15.298451
227,view,2024-09-14 03:14:08.298451
890,view,2024-09-12 01:47:55.298451
681,view,2024-09-01 16:24:02.298451
445,purchase,2024-09-26 20:49:35.298451
418,view,2024-09-11 04:30:56.298451
285,view,2024-09-12 21:28:30.298451
837,click,2024-09-06 04:50:12.298451
27,view,2024-09-27 04:42:41.298451
737,view,2024-09-26 15:54:41.298451
249,view,2024-09-04 07:38:12.298451
366,view,2024-10-01 02:40:17.298451
948,view,2024-09-03 02:00:07.298451
202,click,2024-09-10 07:13:36.298451
438,click,2024-09-08 19:11:26.298451
198,click,2024-09-23 22:25:05.298451
930,view,2024-09-30 04:04:47.298451
648,click,2024-09-09 21:01:47.298451
638,view,2024-09-03 10:58:43.298451
607,view,2024-09-06 09:36:55.298451
73,view,2024-09-05 01:56:20.298451
247,view,2024-09-14 02:18:30.298451
853,click,2024-09-27 03:00:05.298451
136,view,2024-09-26 13:27:03.298451
708,click,2024-09-21 00:54:50.298451
214,view,2024-09-12 15:06:24.298451
476,view,2024-09-10 20:12:00.298451
621,view,2024-09-30 17:18:48.298451
324,click,2024-09-14 08:15:31.298451
103,view,2024-09-01 22:34:09.298451
853,click,2024-09-30 23:27:39.298451
328,purchase,2024-09-18 01:00:36.298451
596,view,2024-09-11 22:46:02.298451
224,view,2024-09-30 08:00:18.298451
257,view,2024-09-24 22:28:11.298451
646,view,2024-09-05 18:45:49.298451
348,view,2024-09-10 13:27:03.298451
108,view,2024-09-17 06:53:39.298451
927,view,2024-09-12 17:53:28.298451
970,click,2024-09-10 16:52:38.298451
980,view,2024-09-10 10:33:23.298451
520,view,2024-09-28 19:52:18.298451
150,click,2024-09-11 04:38:04.298451
998,purchase,2024-09-10 14:05:43.298451
477,view,2024-09-07 10:05:22.298451
393,view,2024-09-27 07:17:36.298451
684,click,2024-09-04 21:22:42.298451
559,view,2024-09-14 14:16:03.298451
1,view,2024-09-11 17:35:46.298451
361,view,2024-09-26 15:07:14.298451
692,view,2024-09-26 23:16:31.298451
551,view,2024-09-20 09:40:42.298451
90,click,2024-09-23 14:49:47.298451
75,view,2024-09-28 21:09:21.298451
500,purchase,2024-09-15 04:12:45.298451
739,purchase,2024-09-21 17:16:36.298451
636,click,2024-09-19 07:25:50.298451
344,view,2024-09-04 02:53:30.298451
97,view,2024-09-25 22:45:22.298451
852,view,2024-09-23 04:37:28.298451
283,view,2024-09-19 06:12:23.298451
719,click,2024-09-12 02:26:16.298451
33,view,2024-09-27 07:26:51.298451
116,view,2024-09-18 17:35:38.298451
455,purchase,2024-09-15 17:02:02.298451
866,click,2024-09-12 23:35:26.298451
429,click,2024-09-02 09:48:32.298451
828,click,2024-09-06 07:54:14.298451
826,view,2024-09-18 02:48:23.298451
691,view,2024-09-05 03:01:23.298451
174,click,2024-09-15 02:34:41.298451
746,view,2024-09-11 01:11:55.298451
133,click,2024-09-06 23:55:07.298451
